feature1,feature2,target,gender,audit_log,explanation_detail,timestamp_info
0.3745401188473625,0.9695846277645586,0,0,log_entry,explanation,2025-03-12 00:00:00
0.9507143064099162,0.7751328233611146,0,0,log_entry,explanation,2025-03-12 00:00:00
0.7319939418114051,0.9394989415641891,0,0,log_entry,explanation,2025-03-12 00:00:00
0.5986584841970366,0.8948273504276488,0,0,log_entry,explanation,2025-03-12 00:00:00
0.15601864044243652,0.5978999788110851,0,0,log_entry,explanation,2025-03-12 00:00:00
0.15599452033620265,0.9218742350231168,0,0,log_entry,explanation,2025-03-12 00:00:00
0.05808361216819946,0.0884925020519195,0,0,log_entry,explanation,2025-03-12 00:00:00
0.8661761457749352,0.1959828624191452,0,0,log_entry,explanation,2025-03-12 00:00:00
0.6011150117432088,0.045227288910538066,0,0,log_entry,explanation,2025-03-12 00:00:00
0.7080725777960455,0.32533033076326434,0,0,log_entry,explanation,2025-03-12 00:00:00
0.020584494295802447,0.388677289689482,0,0,log_entry,explanation,2025-03-12 00:00:00
0.9699098521619943,0.2713490317738959,0,0,log_entry,explanation,2025-03-12 00:00:00
0.8324426408004217,0.8287375091519293,0,0,log_entry,explanation,2025-03-12 00:00:00
0.21233911067827616,0.3567533266935893,0,0,log_entry,explanation,2025-03-12 00:00:00
0.18182496720710062,0.28093450968738076,0,0,log_entry,explanation,2025-03-12 00:00:00
0.18340450985343382,0.5426960831582485,0,0,log_entry,explanation,2025-03-12 00:00:00
0.3042422429595377,0.14092422497476265,0,0,log_entry,explanation,2025-03-12 00:00:00
0.5247564316322378,0.8021969807540397,0,0,log_entry,explanation,2025-03-12 00:00:00
0.43194501864211576,0.07455064367977082,0,0,log_entry,explanation,2025-03-12 00:00:00
0.2912291401980419,0.9868869366005173,0,0,log_entry,explanation,2025-03-12 00:00:00
0.6118528947223795,0.7722447692966574,0,0,log_entry,explanation,2025-03-12 00:00:00
0.13949386065204183,0.1987156815341724,0,0,log_entry,explanation,2025-03-12 00:00:00
0.29214464853521815,0.005522117123602399,0,0,log_entry,explanation,2025-03-12 00:00:00
0.3663618432936917,0.8154614284548342,0,0,log_entry,explanation,2025-03-12 00:00:00
0.45606998421703593,0.7068573438476171,0,0,log_entry,explanation,2025-03-12 00:00:00
0.7851759613930136,0.7290071680409873,0,1,log_entry,explanation,2025-03-12 00:00:00
0.19967378215835974,0.7712703466859457,0,1,log_entry,explanation,2025-03-12 00:00:00
0.5142344384136116,0.07404465173409036,0,1,log_entry,explanation,2025-03-12 00:00:00
0.5924145688620425,0.3584657285442726,0,1,log_entry,explanation,2025-03-12 00:00:00
0.046450412719997725,0.11586905952512971,0,1,log_entry,explanation,2025-03-12 00:00:00
0.6075448519014384,0.8631034258755935,0,1,log_entry,explanation,2025-03-12 00:00:00
0.17052412368729153,0.6232981268275579,0,1,log_entry,explanation,2025-03-12 00:00:00
0.06505159298527952,0.3308980248526492,0,1,log_entry,explanation,2025-03-12 00:00:00
0.9488855372533332,0.06355835028602363,0,1,log_entry,explanation,2025-03-12 00:00:00
0.9656320330745594,0.3109823217156622,0,1,log_entry,explanation,2025-03-12 00:00:00
0.8083973481164611,0.32518332202674705,0,1,log_entry,explanation,2025-03-12 00:00:00
0.3046137691733707,0.7296061783380641,0,1,log_entry,explanation,2025-03-12 00:00:00
0.09767211400638387,0.6375574713552131,0,1,log_entry,explanation,2025-03-12 00:00:00
0.6842330265121569,0.8872127425763265,0,1,log_entry,explanation,2025-03-12 00:00:00
0.4401524937396013,0.4722149251619493,0,1,log_entry,explanation,2025-03-12 00:00:00
0.12203823484477883,0.1195942459383017,0,1,log_entry,explanation,2025-03-12 00:00:00
0.4951769101112702,0.713244787222995,0,1,log_entry,explanation,2025-03-12 00:00:00
0.034388521115218396,0.7607850486168974,0,1,log_entry,explanation,2025-03-12 00:00:00
0.9093204020787821,0.5612771975694962,0,1,log_entry,explanation,2025-03-12 00:00:00
0.2587799816000169,0.770967179954561,0,1,log_entry,explanation,2025-03-12 00:00:00
0.662522284353982,0.49379559636439074,0,1,log_entry,explanation,2025-03-12 00:00:00
0.31171107608941095,0.5227328293819941,0,1,log_entry,explanation,2025-03-12 00:00:00
0.5200680211778108,0.42754101835854963,0,1,log_entry,explanation,2025-03-12 00:00:00
0.5467102793432796,0.02541912674409519,0,1,log_entry,explanation,2025-03-12 00:00:00
0.18485445552552704,0.10789142699330445,0,1,log_entry,explanation,2025-03-12 00:00:00
5.031429185686735,5.908265885966654,1,0,log_entry,explanation,2025-03-12 00:00:00
5.63641041126378,5.239561890666972,1,0,log_entry,explanation,2025-03-12 00:00:00
5.314355981076327,5.144894872091223,1,0,log_entry,explanation,2025-03-12 00:00:00
5.508570691164703,5.489452760277563,1,0,log_entry,explanation,2025-03-12 00:00:00
5.907566473926093,5.9856504541106,1,0,log_entry,explanation,2025-03-12 00:00:00
5.249292229148875,5.2420552715115,1,0,log_entry,explanation,2025-03-12 00:00:00
5.4103829230356295,5.672135547405879,1,0,log_entry,explanation,2025-03-12 00:00:00
5.755551138543049,5.761619615328717,1,0,log_entry,explanation,2025-03-12 00:00:00
5.2287981654916225,5.2376375439924,1,0,log_entry,explanation,2025-03-12 00:00:00
5.076979909828793,5.728216348611859,1,0,log_entry,explanation,2025-03-12 00:00:00
5.289751452913768,5.367783132719254,1,0,log_entry,explanation,2025-03-12 00:00:00
5.161221287254005,5.632305830593579,1,0,log_entry,explanation,2025-03-12 00:00:00
5.929697652342573,5.633529710760895,1,0,log_entry,explanation,2025-03-12 00:00:00
5.808120379564417,5.535774684074759,1,0,log_entry,explanation,2025-03-12 00:00:00
5.633403756510424,5.090289770054408,1,0,log_entry,explanation,2025-03-12 00:00:00
5.871460590187718,5.835302495589238,1,0,log_entry,explanation,2025-03-12 00:00:00
5.803672076899114,5.320780064971736,1,0,log_entry,explanation,2025-03-12 00:00:00
5.186570058886036,5.186518510399854,1,0,log_entry,explanation,2025-03-12 00:00:00
5.892558998489978,5.040775141554764,1,0,log_entry,explanation,2025-03-12 00:00:00
5.539342241915651,5.5908929431882415,1,0,log_entry,explanation,2025-03-12 00:00:00
5.807440155164063,5.677564361842283,1,0,log_entry,explanation,2025-03-12 00:00:00
5.896091299923493,5.0165878289278565,1,0,log_entry,explanation,2025-03-12 00:00:00
5.318003474971864,5.512093058299281,1,0,log_entry,explanation,2025-03-12 00:00:00
5.110051924527677,5.226495775197938,1,0,log_entry,explanation,2025-03-12 00:00:00
5.227935162541941,5.6451727904094495,1,0,log_entry,explanation,2025-03-12 00:00:00
5.427107788626256,5.1743664290049916,1,1,log_entry,explanation,2025-03-12 00:00:00
5.818014765922493,5.690937738102466,1,1,log_entry,explanation,2025-03-12 00:00:00
5.860730583256343,5.386735346300537,1,1,log_entry,explanation,2025-03-12 00:00:00
5.00695213053119,5.936729988736735,1,1,log_entry,explanation,2025-03-12 00:00:00
5.510747302577566,5.137520944145994,1,1,log_entry,explanation,2025-03-12 00:00:00
5.4174110031487785,5.341066351050259,1,1,log_entry,explanation,2025-03-12 00:00:00
5.22210781047073,5.113473521240589,1,1,log_entry,explanation,2025-03-12 00:00:00
5.1198653673336825,5.924693618278563,1,1,log_entry,explanation,2025-03-12 00:00:00
5.337615171403628,5.877339353380981,1,1,log_entry,explanation,2025-03-12 00:00:00
5.94290970391252,5.257941627715155,1,1,log_entry,explanation,2025-03-12 00:00:00
5.323202932020755,5.659984046034179,1,1,log_entry,explanation,2025-03-12 00:00:00
5.518790621743366,5.817222200201216,1,1,log_entry,explanation,2025-03-12 00:00:00
5.703018958895178,5.555200811599462,1,1,log_entry,explanation,2025-03-12 00:00:00
5.363629602379294,5.529650578356007,1,1,log_entry,explanation,2025-03-12 00:00:00
5.971782082720961,5.241852290900452,1,1,log_entry,explanation,2025-03-12 00:00:00
5.962447294942111,5.093102767805899,1,1,log_entry,explanation,2025-03-12 00:00:00
5.251782295825365,5.897215757953327,1,1,log_entry,explanation,2025-03-12 00:00:00
5.497248505892386,5.90041805716333,1,1,log_entry,explanation,2025-03-12 00:00:00
5.3008783098167696,5.633101457273268,1,1,log_entry,explanation,2025-03-12 00:00:00
5.284840494377468,5.3390297910487,1,1,log_entry,explanation,2025-03-12 00:00:00
5.036886947354533,5.349209574612661,1,1,log_entry,explanation,2025-03-12 00:00:00
5.609564333979897,5.725955678870239,1,1,log_entry,explanation,2025-03-12 00:00:00
5.502679023228861,5.897110259952577,1,1,log_entry,explanation,2025-03-12 00:00:00
5.05147875124999,5.887086424265117,1,1,log_entry,explanation,2025-03-12 00:00:00
5.278646464236611,5.779875545857624,1,1,log_entry,explanation,2025-03-12 00:00:00
